"Author","A_1","A_10","A_11","A_12","A_13","A_14","A_15","A_16","A_17","A_18","A_19","A_2","A_20","A_3","A_4","A_5","A_6","A_7","A_8","A_9","B_1","B_10","B_11","B_12","B_13","B_14","B_15","B_16","B_17","B_18","B_19","B_2","B_20","B_3","B_4","B_5","B_6","B_7","B_8","B_9","C_1","C_10","C_11","C_12","C_13","C_14","C_15","C_16","C_17","C_18","C_19","C_2","C_20","C_3","C_4","C_5","C_6","C_7","C_8","C_9","similarity_heatmap.png","similarity_scores.csv"
"B_1",1.31380067233848,1.31015648005416,1.32985288492109,1.3230294814479,1.33528189685673,1.30195026043623,1.35493613721133,1.34939882262821,1.34155634586186,1.32314652438088,1.27768403199155,1.31071519042534,1.34436467509254,1.27503621179685,1.32355888751442,1.32681092120501,1.32030554053681,1.34710334464186,1.35571157204376,1.36209121354054,0,0.452650971052949,0.470211213735648,0.534415946328997,0.470107031732254,0.440860601656655,0.486662310113819,0.496024135624558,0.483585893123998,0.453311775811471,0.469435875127366,0.480911190234594,0.480624668967315,0.477621503088693,0.521310150937086,0.387326941865868,0.501483372220217,0.409886702656027,0.573416300293369,0.480217859848532,1.19622743476599,1.22408771532196,1.2054753928277,1.17339974415658,1.22910999429996,1.21866766509643,1.21347403709863,1.2204654865276,1.15842759983691,1.20628824577684,1.20973103448481,1.18136155772585,1.22540239110635,1.15461695902521,1.2086238577864,1.19915737110617,1.18323629377681,1.1695317738987,1.20069769129797,1.23166427116103,1.04353394298018,1.03851480047733
"B_10",1.37671531695354,1.33328584024019,1.37694784667318,1.32408234790359,1.35902961582494,1.3447586969945,1.39379980261855,1.40595655189528,1.36687707923666,1.3761983354342,1.37521419048485,1.35456762708016,1.41428444711052,1.39467492043064,1.40564754403907,1.32892531297841,1.30940242353611,1.37386024821737,1.4024494803826,1.41051171234669,0.452650971052949,0,0.432462540117082,0.441403354448244,0.463292185494911,0.416576653712697,0.356545447514784,0.432397764637075,0.39198794204345,0.437871428256573,0.415015051388088,0.445375309439372,0.421732594424856,0.458356727459939,0.440254850626204,0.450643896446608,0.362520751685946,0.385568475679364,0.414509329482157,0.495709836288869,1.23071226188307,1.19661886379173,1.22682644985744,1.18013420489106,1.20555688847411,1.22275746555225,1.21263166575312,1.20982528042971,1.16438854520664,1.14849973014553,1.23395470281124,1.18009465560362,1.22716245070375,1.18713794833176,1.21682542123661,1.20650035618821,1.20557634221358,1.15584866367212,1.22031544962836,1.17980703733216,1.01847579214256,1.02050016603422
"B_11",1.3870897547305,1.35352949065061,1.34179540003826,1.30903546629858,1.37620758899988,1.33766131325179,1.39172164217323,1.34435496616684,1.34168574834877,1.38024674800891,1.31701090105337,1.34741436472776,1.36053366343335,1.37853906035668,1.3728342278345,1.33410652555506,1.33556424961135,1.33083777146773,1.36080810112845,1.3510941457166,0.470211213735648,0.432462540117082,0,0.399089782727257,0.396227059894458,0.462674899047224,0.353650691799713,0.385648102271104,0.424552180312087,0.426391075759828,0.442823588036787,0.446862068314329,0.409984595747315,0.41289468443677,0.479769276911593,0.398634239387207,0.376575855764584,0.496417701117744,0.429656816520754,0.490917310507338,1.24414051923042,1.22130769139242,1.23239984127083,1.17744383034745,1.20281414308989,1.21209757050295,1.21185965520346,1.19414525909417,1.2320042228021,1.23916698015772,1.25384067848015,1.23760016821379,1.18773846066659,1.18593723205396,1.26338481169376,1.19439600647357,1.23653036804474,1.19107356135168,1.2044130610679,1.23080922866686,1.0408440673472,1.03666396003047
"B_12",1.38307547509009,1.3360091106072,1.36071309062511,1.34852404502689,1.36040968974525,1.35591414284323,1.35840144156405,1.35118586471582,1.37066027846666,1.33687903184991,1.35781291417572,1.33647432294204,1.37828351396261,1.34877327394314,1.37109831565984,1.33821666364143,1.33294122359631,1.35503322649446,1.38877242256918,1.38761801263042,0.534415946328997,0.441403354448244,0.399089782727257,0,0.434734086683804,0.356234251931539,0.3582180448656,0.328957265463777,0.362383896323772,0.411696829153877,0.339100975402337,0.394722194920342,0.371370744866011,0.379879964460984,0.449576700076888,0.446296638158975,0.389390988721421,0.491615098459564,0.360588857289045,0.39899355237736,1.23157224505851,1.2516863154544,1.25008106458514,1.24719411418166,1.18536299969527,1.21940103604221,1.24110483821617,1.22107831272507,1.22717212725114,1.23485548617377,1.26201443350199,1.21507213282084,1.23450396005713,1.1758074531809,1.28962219834928,1.22654480541603,1.22795243111698,1.26038070690846,1.22853123412987,1.25920061187631,1.0373667401528,1.03454722663263
"B_13",1.36497778092193,1.3246823720335,1.34596237155687,1.33441208141313,1.37590807743476,1.3025238433479,1.32050580098574,1.33608202719614,1.35401090227495,1.34122892593974,1.26728797796157,1.3265925600922,1.3717404031173,1.3585798468953,1.38165458557014,1.31314445100136,1.34347682947851,1.34530844591308,1.38052602839533,1.36676860636143,0.470107031732254,0.463292185494911,0.396227059894458,0.434734086683804,0,0.438509703732151,0.416327078276589,0.465169480611254,0.432640535672573,0.382152842069735,0.400617251018408,0.418985070244908,0.410329309013529,0.341108894423952,0.463594186687208,0.449249026864592,0.4326374958853,0.443078627410144,0.479979586532257,0.427925816786062,1.23705979187016,1.22594658813519,1.26306124760065,1.18795264378489,1.22061913730893,1.18718025189472,1.25805415602318,1.25959523569208,1.24239303600472,1.18325339749764,1.24081591486292,1.22820755280194,1.24490805938999,1.18058722658614,1.28569553118313,1.21473903411576,1.24407926895477,1.24368864602278,1.22056966042714,1.13387763902556,1.02027822759489,1.02224823957944
"B_14",1.39158749377262,1.36096235596414,1.35804699198473,1.3658384160518,1.38510483198028,1.33856286852428,1.37560998550315,1.37552367743951,1.3445582434957,1.36329465775463,1.36591197220992,1.3509570459927,1.41252647254903,1.36811656317711,1.40449287180199,1.38175293046185,1.36057470369138,1.35549237902207,1.39538880023428,1.39822910459434,0.440860601656655,0.416576653712697,0.462674899047224,0.356234251931539,0.438509703732151,0,0.414950019963918,0.349816163487848,0.38013876538078,0.361426246118773,0.330259828467324,0.456298728553382,0.363021409637165,0.432509691737675,0.483329193350343,0.417923361329681,0.440988861609217,0.386725232040434,0.463656514491332,0.291269463264395,1.24890083748335,1.23847569970975,1.21605036827082,1.23514779166121,1.24430384237614,1.23683214035199,1.22085543786402,1.18075916607951,1.18260302719373,1.21097636361413,1.23589434105986,1.23851405611805,1.22698922552715,1.21375655141672,1.2206694366434,1.18551245104167,1.20179215138288,1.21054652223465,1.22894174131207,1.22584896960114,1.00428614551352,1.01039796717638
"B_15",1.4079541599527,1.37999457482698,1.35961034032558,1.37379725211264,1.40765905618693,1.34635383433329,1.40411193370548,1.3746913247847,1.38096918363863,1.37522464550522,1.34049047824674,1.3659430022583,1.40286478973902,1.36980619598394,1.42126049351328,1.40249735942855,1.39090991290467,1.36075006582467,1.39465749240764,1.40577993275771,0.486662310113819,0.356545447514784,0.353650691799713,0.3582180448656,0.416327078276589,0.414950019963918,0,0.36690819096882,0.287669935946714,0.356411275955483,0.299133390823654,0.340207192271829,0.333942338501273,0.446948173184283,0.435404456538031,0.417660292524627,0.304763689429227,0.461151468727286,0.397129497366076,0.453874034039183,1.24105759246779,1.23167568544462,1.22666686435302,1.20584597067031,1.23454134343363,1.23014493867788,1.24196100012719,1.18738581778101,1.17182612297668,1.23129768574758,1.25971499064075,1.20495964867792,1.23078648900925,1.18929863418701,1.25461745393694,1.24244897344916,1.25205312421323,1.23166583333589,1.2349061163819,1.24322157716038,1.01243582110295,1.01630671727017
"B_16",1.38824871598586,1.38164196652553,1.36745096293183,1.37809029651414,1.38597026880763,1.35891949870004,1.40172529056745,1.3610434156467,1.36488957409502,1.38558171378519,1.32871567829378,1.34448594048178,1.41362340211843,1.38245594241762,1.37722753844419,1.37764542676115,1.35084810171816,1.37729968445036,1.35434133811649,1.38027099100277,0.496024135624558,0.432397764637075,0.385648102271104,0.328957265463777,0.465169480611254,0.349816163487848,0.36690819096882,0,0.31352923629617,0.374166908547916,0.319882027536407,0.415811202199517,0.304457876040808,0.439260418721988,0.543519212400074,0.457428024643422,0.343822300509583,0.3835829071028,0.382879394840841,0.43317355271795,1.26388475077941,1.21913672449113,1.21657032988392,1.20462974421278,1.23072389641566,1.23123837812365,1.20123108085623,1.23136331824535,1.21154748757376,1.22412184023275,1.25654872306281,1.22720982157466,1.220207456305,1.20507853163051,1.277947808686,1.20665620484514,1.23180786793233,1.21945046956464,1.1922165211898,1.24627411053573,1.03390753349001,1.03157843739116
"B_17",1.39818575974407,1.35054235362365,1.34520913182123,1.32493410653243,1.3666273977564,1.36516681540534,1.37255520134174,1.35119798483526,1.3318461409462,1.347469696041,1.34413991918212,1.35546488338315,1.40340925095724,1.39546080105368,1.41001515977224,1.39058862714717,1.38566437060135,1.37453461453671,1.39460286406687,1.38059984734208,0.483585893123998,0.39198794204345,0.424552180312087,0.362383896323772,0.432640535672573,0.38013876538078,0.287669935946714,0.31352923629617,0,0.370026489127506,0.34244625422267,0.39730867786018,0.358138859088798,0.464356430162951,0.4414453694977,0.431590249513825,0.360754440658009,0.43058150029028,0.353144817433793,0.441806642450772,1.25998810328051,1.22519030521476,1.25530161479054,1.21564827335245,1.22374050117058,1.20394721403054,1.22664438693985,1.20883820974247,1.222018174588,1.20234785697258,1.24037220143981,1.23724106585612,1.21362251440709,1.22809643770971,1.28515227601549,1.26159420156106,1.27169586560175,1.26617167580783,1.20279355628884,1.20553444232649,1.01488284853687,1.01790504170946
"B_18",1.36452368810413,1.35553670655329,1.32672343263328,1.36019010721959,1.35961348404066,1.27635160515222,1.37803693011025,1.34515176114,1.37467477241693,1.36685106965397,1.34405102647777,1.33938712458225,1.38315949607001,1.37203074117302,1.37439679800403,1.37139197545257,1.3453047205463,1.35943551478671,1.36738663635628,1.36741753803401,0.453311775811471,0.437871428256573,0.426391075759828,0.411696829153877,0.382152842069735,0.361426246118773,0.356411275955483,0.374166908547916,0.370026489127506,0,0.35183075531613,0.441146097761289,0.336285013220049,0.405528819111343,0.473987509150928,0.366403948525664,0.386408515794745,0.437361704501621,0.421653241463119,0.415731816031534,1.27177063542004,1.23997915252295,1.23807239818937,1.24755911911942,1.26285210875971,1.25592784240652,1.21654942627881,1.23076989715085,1.23127130792637,1.23420110178107,1.24088228254975,1.25590961489098,1.15648253507526,1.22349396806934,1.27350558398885,1.22953355967313,1.2441202346233,1.24039584636884,1.25147314865841,1.21478342181615,1.02195131490204,1.0232913711261
"B_19",1.40184254306635,1.36367122274959,1.35165724553661,1.37603553156239,1.38396694066612,1.33960557158882,1.40348773738038,1.37763552754507,1.37249951816779,1.39802290491616,1.32099806246789,1.36760649824707,1.41148831669964,1.39898734948671,1.39452536267342,1.39610236356543,1.3647174040266,1.37167047226004,1.38370717583653,1.3978136028556,0.469435875127366,0.415015051388088,0.442823588036787,0.339100975402337,0.400617251018408,0.330259828467324,0.299133390823654,0.319882027536407,0.34244625422267,0.35183075531613,0,0.327055789557727,0.312183273659182,0.362439869912035,0.464803229077237,0.399387150477291,0.364199125414097,0.416021532800919,0.413683880644437,0.398074527923747,1.25666296827555,1.24999918800456,1.25543937815216,1.23530530639124,1.25491077282613,1.2479942148777,1.23230610007672,1.23507138626737,1.2384117645287,1.20188891578084,1.24428689626275,1.22225341713085,1.22879143516677,1.19432286396996,1.29234331559688,1.23814810357062,1.24228872562712,1.22513523909295,1.22479043475433,1.2326229845434,1.02154331356661,1.02281371218933
"B_2",1.35898209253602,1.34371733740654,1.34766178508844,1.35398984936296,1.38473650534148,1.34404423783897,1.38084214894303,1.34347735901861,1.36982269126858,1.3792372464714,1.35015131063934,1.33008108520909,1.32982217736714,1.34362033989625,1.29651527220243,1.36922861845059,1.34240415492823,1.31388673461774,1.35477126311724,1.39350591216743,0.480911190234594,0.445375309439372,0.446862068314329,0.394722194920342,0.418985070244908,0.456298728553382,0.340207192271829,0.415811202199517,0.39730867786018,0.441146097761289,0.327055789557727,0,0.382866441777593,0.395603640045097,0.43990963019859,0.409848347510645,0.409887656759095,0.433823000569462,0.399867464143826,0.454454377738858,1.25082957614627,1.20528960930683,1.26498261178674,1.23657300257652,1.21435909528327,1.18186054365141,1.23348228149466,1.23243077463244,1.20064725098718,1.24275601964827,1.22372794731764,1.19727310639601,1.23150031983685,1.20732945900283,1.28337782254367,1.23197290191538,1.2504585632593,1.23818100672689,1.19888942869634,1.25359026807024,1.0576272700182,1.04934149719033
"B_20",1.40177662111658,1.39681710082254,1.36939958976641,1.40649231191342,1.40057124261847,1.36139560668255,1.40976182998912,1.3651888734908,1.38412835467009,1.3259862620442,1.36461422046919,1.38166338948803,1.42979943056372,1.41644756225553,1.43135030708672,1.40336269875155,1.39187519352545,1.32800816546029,1.39001593411793,1.40844245155616,0.480624668967315,0.421732594424856,0.409984595747315,0.371370744866011,0.410329309013529,0.363021409637165,0.333942338501273,0.304457876040808,0.358138859088798,0.336285013220049,0.312183273659182,0.382866441777593,0,0.405926382118996,0.488009514521758,0.4317763964194,0.353360385614231,0.425485733343456,0.422407200901407,0.405118178673965,1.24658774241417,1.2279732541185,1.18444084617051,1.23404101176578,1.19334987083506,1.21209581768996,1.18872190205799,1.22796901537262,1.24139657975726,1.22049081351789,1.21349420565183,1.18835086757711,1.22705865533672,1.21528783620159,1.27059487817861,1.15802793146471,1.2390302924214,1.23185618667305,1.16111321082397,1.24403915181926,1.01048837210689,1.01486439079146
"B_3",1.39665391302194,1.35348722524722,1.36955969137447,1.37406249185815,1.40706003857892,1.33746420045175,1.39901548386609,1.38054309491894,1.40600327156654,1.36195569446968,1.37356395885307,1.3664706581047,1.40380425731998,1.39198207809491,1.41123297036036,1.37551488365858,1.33531173885068,1.38941096148359,1.37283495783212,1.41361442986764,0.477621503088693,0.458356727459939,0.41289468443677,0.379879964460984,0.341108894423952,0.432509691737675,0.446948173184283,0.439260418721988,0.464356430162951,0.405528819111343,0.362439869912035,0.395603640045097,0.405926382118996,0,0.515033990822073,0.405979067720226,0.468515204551633,0.409489921197182,0.497793248754442,0.439232051874562,1.17537306153692,1.1933203878626,1.21690393106426,1.1885575108546,1.21878928334707,1.1054603034793,1.18230065193142,1.22701727694437,1.18279517531463,1.17632498684162,1.1831674228886,1.19319368517335,1.19487426433322,1.1218990414817,1.21247708815809,1.17595719958064,1.17746889748542,1.2238271836138,1.18742122161959,1.14186841069029,1.07848445345111,1.06485841777193
"B_4",1.34291461118108,1.31024873710724,1.29006649612731,1.28624065062043,1.31366769846174,1.36048192074669,1.3280594191106,1.33223039506412,1.33849115912037,1.35465457145638,1.27986475789493,1.30922716149861,1.34184601993757,1.32628078221444,1.26344330701593,1.35888926381222,1.2561713505728,1.29001749262224,1.34193254658508,1.34673506989462,0.521310150937086,0.440254850626204,0.479769276911593,0.449576700076888,0.463594186687208,0.483329193350343,0.435404456538031,0.543519212400074,0.4414453694977,0.473987509150928,0.464803229077237,0.43990963019859,0.488009514521758,0.515033990822073,0,0.410736379097328,0.431972810211932,0.509708834095831,0.451551602080703,0.524621516902552,1.26907634777032,1.20000692840788,1.25266110237918,1.224571697936,1.20357813867728,1.20498964543974,1.15663927512009,1.20537861437503,1.12299230834214,1.21553321231691,1.2475274387037,1.19623062766938,1.2048692825449,1.15187258758364,1.28851108956804,1.22482575215586,1.22852391868252,1.23828433179313,1.20329043732175,1.2279630115276,1.01796604945573,1.02009001027278
"B_5",1.37366705783366,1.3623296189857,1.33474810942336,1.31755641517955,1.35284084589178,1.33882367118414,1.39358304508901,1.35661970997144,1.34993342684994,1.37529146288385,1.3360843137286,1.34937633793115,1.36545505961626,1.35008885978631,1.36271653492996,1.36247468501398,1.35731594979526,1.35134895112267,1.38452280229665,1.39727696700804,0.387326941865868,0.450643896446608,0.398634239387207,0.446296638158975,0.449249026864592,0.417923361329681,0.417660292524627,0.457428024643422,0.431590249513825,0.366403948525664,0.399387150477291,0.409848347510645,0.4317763964194,0.405979067720226,0.410736379097328,0,0.484344377022073,0.470828726755801,0.445548911742799,0.401575313271499,1.23742353230138,1.22158735942131,1.25368148855771,1.22453942069523,1.22412206457714,1.2046567779944,1.24140348768587,1.21794386919794,1.19954775971364,1.23005653264671,1.24161940907271,1.16417422506334,1.22505522274412,1.13780866187465,1.19988601733073,1.21613074539536,1.18981455875291,1.20904969322771,1.21924832075094,1.22884665412024,1.04390050304969,1.03898917197685
"B_6",1.39745443507087,1.38029712376832,1.35778717144784,1.37721288304185,1.37664629225841,1.38194145285796,1.40557839132372,1.41257198396663,1.35724329559758,1.38814952577698,1.35840095287255,1.35307019471788,1.4227840432603,1.36485433039112,1.3897923619515,1.40285994170392,1.366961699354,1.37080444646359,1.35030728708976,1.39447224783056,0.501483372220217,0.362520751685946,0.376575855764584,0.389390988721421,0.4326374958853,0.440988861609217,0.304763689429227,0.343822300509583,0.360754440658009,0.386408515794745,0.364199125414097,0.409887656759095,0.353360385614231,0.468515204551633,0.431972810211932,0.484344377022073,0,0.469770179691308,0.444481527983821,0.47999775063099,1.23693431482872,1.22200405414616,1.2007349215699,1.21365830678937,1.19354284433118,1.22221823647172,1.18320891156253,1.20762720977241,1.16525859291688,1.20824856883765,1.22475434763773,1.16505686910624,1.21188089274425,1.18220012989678,1.26652782141039,1.20903550239873,1.24083598934019,1.18780876032705,1.14918621256988,1.2247027525816,1.01183064954886,1.01598561872348
"B_7",1.36544911710718,1.3498698551409,1.3514017610712,1.33708585902303,1.38311051939686,1.35566099968601,1.38637245326642,1.38550166821073,1.36234469555158,1.35005051717209,1.26563196186431,1.34809344128776,1.39828965956044,1.38124786521822,1.31864885100622,1.34376805033254,1.28084111033531,1.34798521217228,1.34904274811524,1.39222079559447,0.409886702656027,0.385568475679364,0.496417701117744,0.491615098459564,0.443078627410144,0.386725232040434,0.461151468727286,0.3835829071028,0.43058150029028,0.437361704501621,0.416021532800919,0.433823000569462,0.425485733343456,0.409489921197182,0.509708834095831,0.470828726755801,0.469770179691308,0,0.543834959120285,0.482588605042094,1.24200225034331,1.13668691008152,1.20447530914177,1.21918979957245,1.2198282838128,1.23794914250323,1.16797061925031,1.22574489853666,1.18005916187443,1.19027394931523,1.23485369289603,1.21813509079705,1.22039671784118,1.1765309949956,1.18890353540784,1.21153524601564,1.19687175927123,1.19674991644418,1.20672713504687,1.19186818960876,1.01739693289807,1.01921134542324
"B_8",1.3561831723614,1.3184510443196,1.31224963817976,1.35153479893847,1.34647114632394,1.32860938400704,1.36533196174087,1.32932554478144,1.33588037771219,1.33298604985676,1.31665073478694,1.33646508140966,1.36742720266356,1.36528292296849,1.33895374514764,1.36233750727118,1.3596194261832,1.32905273319092,1.36192929069528,1.3386246043623,0.573416300293369,0.414509329482157,0.429656816520754,0.360588857289045,0.479979586532257,0.463656514491332,0.397129497366076,0.382879394840841,0.353144817433793,0.421653241463119,0.413683880644437,0.399867464143826,0.422407200901407,0.497793248754442,0.451551602080703,0.445548911742799,0.444481527983821,0.543834959120285,0,0.504756198621878,1.26596170311113,1.17683147001443,1.24201971810157,1.17209552364277,1.18474108404996,1.20615695601647,1.20287327438108,1.20222458765641,1.23818631304919,1.22492834670368,1.24789591062083,1.15615212190232,1.21211219029382,1.18638153257226,1.28505825748216,1.23209895276535,1.22280416156996,1.25104958854759,1.19432491238458,1.17883704746978,1.02886760583757,1.02804699570092
"B_9",1.38412477704958,1.30407456866005,1.32152880418711,1.34664120820258,1.38715911097172,1.34634174670153,1.3536259787346,1.37933598482302,1.38093464861394,1.34115884070571,1.32924769014197,1.3329432819494,1.38304258361695,1.34409034471148,1.38018482398599,1.34009121946624,1.32460914228087,1.31231009779817,1.38922539113217,1.38711581870763,0.480217859848532,0.495709836288869,0.490917310507338,0.39899355237736,0.427925816786062,0.291269463264395,0.453874034039183,0.43317355271795,0.441806642450772,0.415731816031534,0.398074527923747,0.454454377738858,0.405118178673965,0.439232051874562,0.524621516902552,0.401575313271499,0.47999775063099,0.482588605042094,0.504756198621878,0,1.23005406284222,1.23792453959807,1.19949226616276,1.207339181964,1.22060765731467,1.20712615227329,1.10398908856271,1.24900941340139,1.18277223497536,1.20388314819585,1.19710768710469,1.19734103632116,1.14373599996311,1.17665093734321,1.2125414792751,1.20428743397519,1.21689168538862,1.22087765836461,1.18467554375684,1.2413124352427,1.05723648508164,1.04890241101443
"C_1",1.21895526932326,1.29295721716707,1.25001812298257,1.31334553654875,1.33197781898384,1.31756966461236,1.33478133982624,1.31650339813597,1.31975695090063,1.33437814865472,1.2905671257915,1.25766717956097,1.33667562527569,1.30270387825289,1.30610673508874,1.28445511501698,1.29293855055958,1.33262236479501,1.33496691727258,1.28462283064932,1.19622743476599,1.23071226188307,1.24414051923042,1.23157224505851,1.23705979187016,1.24890083748335,1.24105759246779,1.26388475077941,1.25998810328051,1.27177063542004,1.25666296827555,1.25082957614627,1.24658774241417,1.17537306153692,1.26907634777032,1.23742353230138,1.23693431482872,1.24200225034331,1.26596170311113,1.23005406284222,0,0.479091215220185,0.4804733769193,0.472221340759538,0.548029313906139,0.405338565280379,0.529031612012564,0.520495966142519,0.481037368521529,0.4602005263002,0.515005086154552,0.468905012506814,0.468604117390484,0.547927586156362,0.39690609889772,0.511271673630975,0.413000733090357,0.469940302147447,0.502429258084066,0.471223953891402,1.0178146771035,1.0237058328617
